Title,Abstract,DOI,Authors,Year,Document_Type,Journal,Source,DECISION,MOTIVO
Bortezomib-Containing Regimens for the Treatment of Newly Diagnosed and Relapsed Amyloid Light Chain Amyloidosis: A Single-Center Experience.,"BACKGROUND: The proteasome is an exciting target for the development of novel anticancer therapies. Recent evidence has suggested that bortezomib, a dipeptide boronate proteasome inhibitor, exhibits unprecedented single-agent activity in amyloid light chain (AL) amyloidosis. PATIENTS AND METHODS: We performed a retrospective review of the use of bortezomib-containing regimens to assess the rapidity and quality of response at our institution. RESULTS: A total of 52 patients with documented newly diagnosed and relapsed AL amyloidosis treated with bortezomib-containing regimens were identified from our institutional database. After a median of 4 cycles (range, 1-22 cycles), a hematologic response was seen in 49 patients (94.2%), including a complete response in 15 (28.8%), a very good partial response in 25 (48.1%), and a partial response in 9 (17.3%). At 6 weeks, 37 patients had already achieved a partial response. An organ response at 6 months was documented in 31 patients (59.6%). With respect to the cardiac response, a > 30% decrease in N-terminal pro-hormone brain natriuretic peptide (NT-proBNP) was observed in 17 of 35 evaluable patients (48.6%; NT-proBNP > 650 ng/L) at a median of 6 months. Overall survival was shorter for the patients with NT-proBNP > 5000 ng/L and for those who achieved less than a very good partial response. CONCLUSION: Bortezomib is a safe and well-tolerated therapy for patients with AL amyloidosis with a rapid hematologic response and cardiac response, as assessed by the NT-proBNP level.",S2152-2650(16)30017-9 [pii],"Jimenez-Zepeda VH, Duggan P, Neri P, Bahlis NJ",,,Clin Lymphoma Myeloma Leuk. 2016 Jun;16(6):e79-84. doi: 10.1016/j.clml.2016.03.005. Epub 2016 Mar 29.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Capillary electrophoresis/immunosubtraction as a better alternative to immunofixation for detecting and immunotyping serum monoclonal proteins in patients with immunoglobulin light chain (AL) amyloidosis.,"Capillary electrophoresis/immunosubtraction (CE/IS) is a simple method for detecting and immunotyping serum or urine monoclonal proteins. To our knowledge, there are no previous reports of the use of CE/IS for characterizing patients with Immunoglobulin light chain (AL) amyloidosis, and there are no convincing data available to compare CE/IS with serum immunofixation electrophoresis (IFE) and free light chain (FLC) assay. The aim of this study was to evaluate the clinical utility of CE/IS in patients with AL amyloidosis as a diagnostic accuracy study. This study included 50 patients with AL amyloidosis (17 newly diagnosed and 33 undergoing treatment). Serum IFE identified monoclonal proteins in 15/50 (30%) of all cases and in 7/17 (41%) of newly diagnosed cases. CE/IS identified monoclonal proteins in 16/50 (32%) of all cases and in 7/17 (41%) of newly diagnosed cases. The FLC assay detected an abnormal ratio of kappa and lambda light chains in 26/50 (52%) of all cases and in 15/17 (88%) of newly diagnosed cases. IFE and CE/IS combined with FLC assay identified monoclonal proteins more sensitive than IFE alone and CE/IS alone, in newly diagnosed patients (p = 0.002 and 0.002, respectively) and in patients undergoing treatment (p = 0.031 and 0.016, respectively). CE/IS is an acceptable alternative to IFE.",10.1080/13506129.2016.1232647 [doi],"Miyazaki K, Suzuki K",,,Amyloid. 2016 Dec;23(4):221-224. doi: 10.1080/13506129.2016.1232647. Epub 2016 Sep 28.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Novel recurrent chromosomal aberrations detected in clonal plasma cells of light chain amyloidosis patients show potential adverse prognostic effect: first results from a genome-wide copy number array analysis.,"Immunoglobulin light chain (AL) amyloidosis is a rare plasma cell dyscrasia characterized by the deposition of abnormal amyloid fibrils in multiple organs, thus impairing their function. In the largest cohort studied up to now of 118 CD138-purified plasma cell samples from previously untreated immunoglobulin light chain amyloidosis patients, we assessed in parallel copy number alterations using high-density copy number arrays and interphase fluorescence in situ hybridization (iFISH). We used fluorescence in situ hybridization probes for the IgH translocations t(11;14), t(4;14), and t(14;16) or any other IgH rearrangement as well as numerical aberrations of the chromosome loci 1q21, 8p21, 5p15/5q35, 11q22.3 or 11q23, 13q14, 15q22, 17p13, and 19q13. Recurrent gains included chromosomes 1q (36%), 9 (24%), 11q (24%), as well as 19 (15%). Recurrent losses affected chromosome 13 (29% monosomy) and partial losses of 14q (19%), 16q (14%) and 13q (12%), respectively. In 88% of patients with translocation t(11;14), the hallmark chromosomal aberration in AL amyloidosis, a concomitant gain of 11q22.3/11q23 detected by iFISH was part of the unbalanced translocation der(14)t(11;14)(q13;q32) with the breakpoint in the CCND1/MYEOV gene region. Partial loss of chromosome regions 14q and 16q were significantly associated to gain 1q. Gain 1q21 detected by iFISH almost always resulted from a gain of the long arm of chromosome 1 and not from trisomy 1, whereas deletions on chromosome 1p were rarely found. Overall and event-free survival analysis found a potential adverse prognostic effect of concomitant gain 1q and deletion 14q as well as of deletion 1p. In conclusion, in the first whole genome report of clonal plasma cells in AL amyloidosis, novel aberrations and hitherto unknown potential adverse prognostic effects were uncovered.",haematol.2016.160721 [pii],"Granzow M, Hegenbart U, Hinderhofer K, Hose D, Seckinger A, Bochtler T, Hemminki K, Goldschmidt H, Schönland SO, Jauch A",,,Haematologica. 2017 Jul;102(7):1281-1290. doi: 10.3324/haematol.2016.160721. Epub 2017 Mar 24.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognosis of Light Chain Amyloidosis With Preserved LVEF: Added Value of 2D Speckle-Tracking Echocardiography to the Current Prognostic Staging System.,"OBJECTIVES: This study evaluated whether 2-dimensional speckle-tracking echocardiography (2D-STE) has incremental value for prognosis over traditional clinical, echocardiographic, and serological markers-with main focus on the current prognostic staging system-in light-chain (AL) amyloidosis patients with preserved left ventricular ejection fraction. BACKGROUND: Cardiac amyloidosis (CA) is the major determinant of outcome in AL amyloidosis. The current prognostic staging system is based primarily on serum levels of cardiac troponin T (cTnT), N-terminal pro-B-type natriuretic peptide (NT-proBNP), and free light chain differential (FLC-diff). METHODS: Consecutive patients with biopsy-proven AL amyloidosis and left ventricular ejection fraction ≥55% were divided into group 1 with CA (n = 63) and group 2 without CA (n = 87). Global longitudinal strain (GLS) by 2D-STE was performed with Vivid E9 (GE Healthcare Co., Milwaukee, Wisconsin) and syngo Velocity Vector Imaging (VVI) software (Siemens Medical Solutions USA, Inc., Malvern, Pennsylvania) (GLS(GE) and GLS(VVI), respectively). RESULTS: Thirty-two deaths (51%) occurred in group 1 and 13 (15%) in group 2 (p ≤ 0.001). Group 1 had thicker walls, lower early diastolic tissue Doppler velocity at septal mitral annulus, and greater left ventricular mass, left atrial volume, glomerular filtration rate, FLC-diff, cTnT, and NT-proBNP (p < 0.001). For the entire cohort, GLS(GE) ≥ -14.81, GLS(VVI) ≥-15.02, cTnT, NT-proBNP, FLC-diff, age, left ventricular wall thickness, early diastolic tissue Doppler velocity at septal mitral annulus, diastolic dysfunction grade, glomerular filtration rate, deceleration time, and left atrial volume were univariate predictors of death. In a multivariate Cox model, GLS(GE) ≥-14.81 (hazard ratio [HR]: 2.68; 95% confidence interval [CI]: 1.07 to 7.13; p = 0.03), FLC-diff, NT-proBNP, and age were independent predictors of survival. There was also a strong trend for GLS(VVI) ≥-15.02 (HR: 2.44; 95% CI: 0.98 to 6.33; p = 0.055). Using a nested logistic regression model, GLS(GE) (p = 0.03) and GLS(VVI) (p = 0.05) provided incremental prognostic value over cTnT, NT-proBNP, and FLC-diff. For survival analysis limited to group 2 (non-CA), GLS(GE) and GLS(VVI) both predicted all-cause mortality (GLS(GE) HR: 1.23; 95% CI: 1.03 to 1.47 [p = 0.02]; GLS(VVI) HR: 1.22; 95% CI: 1.01 to 1.49 [p = 0.04], respectively). CONCLUSIONS: 2D-STE predicted outcome and provided incremental prognostic information over the current prognostic staging system, especially in the group without CA.",S1936-878X(16)30527-7 [pii],"Barros-Gomes S, Williams B, Nhola LF, Grogan M, Maalouf JF, Dispenzieri A, Pellikka PA, Villarraga HR",,,JACC Cardiovasc Imaging. 2017 Apr;10(4):398-407. doi: 10.1016/j.jcmg.2016.04.008. Epub 2016 Sep 14.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Usefulness of STREI: A new index of right heart function in patients with immunoglobulin light chain cardiac amyloidosis.,"AIMS: To evaluate the prognostic effect of a novel index by two-dimensional speckle-tracking echocardiography (STREI index) integrating right atrial (RA) and right ventricular (RV) strain in patients with immunoglobulin light chain (AL) cardiac amyloidosis. METHODS: Ninety patients were diagnosed with AL amyloidosis at Kumamoto University Hospital from 2007 to 2022. Among these patients, 70 with evidence of cardiac amyloidosis and sufficient echocardiographic data at diagnosis, including RA and RV strain analysis, were retrospectively analysed. The STREI index was developed with the following formula: [2 × RV - free wall longitudinal strain (RV - FWLS) + RA strain during the reservoir phase]. RESULTS: During a median follow-up of 854 days (interquartile range, 151-1787 days), 33 deaths occurred. The STREI index was significantly lower in the all-cause death group than in the survival group (40.5 ± 19.9 vs. 57.7 ± 18.9, p < 0.01). The STREI index was significantly and independently associated with all-cause death after adjusting for left ventricular global longitudinal strain and left atrial strain during the reservoir phase (hazard ratio: 0.96, 95 % confidence interval: 0.93-0.98, p < 0.01). The optimal cut-off value was an STREI index of 50 % (sensitivity: 78 %, specificity: 72 %, area under curve: 0.80) to predict all-cause mortality using receiver operating characteristic analysis. A Kaplan-Meier analysis showed a significantly higher risk of all-cause death and cardiovascular death in patients with a low STREI index (<50 %, n = 32) than in those with a high STREI index (≥50 %, n = 38) (both p < 0.01). CONCLUSIONS: The STREI index, which is a new index of total right heart function, might be useful for predicting the prognosis in patients with AL cardiac amyloidosis.",S0167-5273(25)00689-8 [pii],"Oike F, Usuku H, Yamamoto E, Matsukawa Y, Sueta D, Tabata N, Ishii M, Hanatani S, Hoshiyama T, Kanazawa H, Arima Y, Takashio S, Kawano Y, Oda S, Kawano H, Tanaka Y, Ueda M, Tsujita K",,,Int J Cardiol. 2025 Nov 15;439:133646. doi: 10.1016/j.ijcard.2025.133646. Epub 2025 Jul 22.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Diagnostic performance of liver stiffness as marker of liver involvement in systemic immunoglobulin light chain (AL) amyloidosis.,"OBJECTIVE: To investigate the diagnostic performance of liver stiffness for detecting liver involvement in immunoglobulin light chain (AL) amyloidosis. METHODS: Liver stiffness was measured using transient elastography in 71 patients with systemic AL amyloidosis and 18 patients with wild type transthyretin (ATTRwt) amyloidosis with cardiomyopathy. Both non-invasive consensus criteria and serum amyloid P component (SAP) scintigraphy were used as substitute standards instead of liver biopsy for establishing liver involvement. RESULTS: Liver stiffness was higher in AL amyloidosis patients with liver involvement than in those without: this was observed using both consensus criteria (median 14.4 kPa vs. 8.1 kPa; p = 0.001) and SAP scintigraphy (median 20.9 kPa vs. 6.2 kPa; p < 0.001). Liver stiffness was also higher in AL amyloidosis patients with liver involvement compared to AL and ATTRwt amyloidosis patients with cardiac involvement. Based on receiver operating characteristic (ROC) curves a cut-off value of 14.4 kPa for stiffness was optimal to indicate liver involvement, providing sensitivity and specificity of 50% and 74%, respectively, using the consensus criteria and 63% and 90%, respectively, using SAP scintigraphy as standard. CONCLUSION: Liver stiffness is a promising tool to establish liver involvement in AL amyloidosis having potential to become part of updated criteria for liver involvement.",10.1007/s00277-024-05932-4 [pii],"Brunger AF, Tingen HSA, Bijzet J, van Rheenen R, Blokzijl H, Roeloffzen WWH, Houwerzijl EJ, Muntinghe FLH, Slart RHJA, Gans ROB, Kimmich C, Hazenberg BPC, Nienhuis HLA",,,Ann Hematol. 2025 Jan;104(1):653-663. doi: 10.1007/s00277-024-05932-4. Epub 2024 Aug 16.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Immunoparesis defined by heavy+light chain suppression is a novel marker of long-term outcomes in cardiac AL amyloidosis.,"Cardiac involvement and presenting dFLC (difference between involved and uninvolved free light chains) are independent predictors of outcome in systemic AL amyloidosis. These markers have limited prognostic utility in patients surviving the initial months following diagnosis. Here we assessed immunoparesis, as determined by novel heavy+light chain (HLC) immunoassays, as a prognostic marker for survival in AL amyloidosis. HLC measurements identified immunoparesis of at least one immunoglobulin (Ig) isotype in 145 (85%) patients; and severe immunoparesis (≥2 Ig isotypes suppressed by >50% below normal levels) in 29 (17%) patients. Median overall survival (OS) on intention to treat (ITT) analysis was 26·2 months. In the ITT cohort, dFLC >180 mg/l was associated with shorter OS (P = 0·05); whereas HLC immunoparesis was not prognostic. On a landmark analysis of 127 patients alive at 6 months, presenting dFLC was not prognostic for OS (P = 0·33) and severe HLC immunoparesis trended towards poorer survival (20·2 vs. 42·8 months; P = 0·09). In the subset of patients with cardiac involvement, severe HLC immunoparesis conferred very poor outcome (median OS 8·8 vs. 29·9 months, P = 0·007). In conclusion, severe HLC immunoparesis is an independent marker of long-term poor prognosis in AL patients with cardiac involvement. The pathophysiological significance of this observation needs further study.",10.1111/bjh.14908 [doi],"Sachchithanantham S, Berlanga O, Alvi A, Mahmood SA, Lachmann HJ, Gillmore JD, Hawkins PN, Harding S, Wechalekar AD",,,Br J Haematol. 2017 Nov;179(4):575-585. doi: 10.1111/bjh.14908. Epub 2017 Oct 8.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognostic and Added Value of Two-Dimensional Global Longitudinal Strain for Prediction of Survival in Patients with Light Chain Amyloidosis Undergoing Autologous Hematopoietic Cell Transplantation.,"BACKGROUND: Autologous hematopoietic cell transplantation (HCT) is a first-line therapy for prolonging survival in patients with light-chain (AL) amyloidosis. Cardiac involvement is the most important determinant of survival. However, patients with advanced cardiac involvement have often been excluded from HCT because of high risk for transplantation-related mortality and poor overall survival. Whether baseline left ventricular global longitudinal strain (GLS) can provide additional risk stratification and predict survival after HCT in this high-risk population remains unclear. The aim of this study was to evaluate the prognostic implication of baseline GLS and the added value of GLS beyond circulating cardiac biomarkers for risk stratification in patients with AL amyloidosis undergoing HCT. METHODS: Eighty-two patients with newly diagnosed AL amyloidosis who underwent upfront HCT between January 2007 and April 2014 were included in the study. Clinical, echocardiographic, and serum cardiac biomarker data were collected at baseline and 12 months following HCT. GLS measurements were performed using a vendor-independent offline system. The median follow-up time for survivors was 58 months. RESULTS: Sixty-four percent of patients were in biomarker-based Mayo stage II or III. GLS, brain natriuretic peptide, troponin, and mitral E/A ratio were identified as the strongest predictors of survival (P < .0001). Other predictors included sex, creatinine, free AL, wall thickness, and ejection fraction. Mayo stage was significantly associated with outcome, with 5-year survival of 93%, 72% and 31% in stage I, II, and III patients, respectively. GLS of 17% was identified as the value that best discriminated survivors from nonsurvivors, and the application of this cutoff value provided further mortality risk stratification within each Mayo stage. CONCLUSIONS: GLS is a strong predictor of survival in patients with AL amyloidosis undergoing HCT, potentially providing incremental value over serum cardiac biomarkers for risk stratification. GLS should be considered as a standard parameter along with serum cardiac biomarkers when evaluating eligibility for HCT or other investigational therapies.",S0894-7317(17)30651-X [pii],"Pun SC, Landau HJ, Riedel ER, Jordan J, Yu AF, Hassoun H, Chen CL, Steingart RM, Liu JE",,,J Am Soc Echocardiogr. 2018 Jan;31(1):64-70. doi: 10.1016/j.echo.2017.08.017. Epub 2017 Oct 27.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Elevation of serum lactate dehydrogenase in AL amyloidosis reflects tissue damage and is an adverse prognostic marker in patients not eligible for stem cell transplantation.,"The significance of serum lactate dehydrogenase (LDH) in light chain (AL) amyloidosis has not been previously explored. We studied 1019 newly diagnosed patients and correlated the elevation of LDH above the upper limit of normal (ULN) with disease characteristics and outcome. Four hundred and nine patients had an LDH above ULN, representing 40% of the study population. Patients with an elevated LDH were older, were less likely to be male and had more extensive organ involvement compared to patients with a normal LDH. Patients with high LDH had greater cardiac and renal dysfunction. Elevated LDH was an independent prognostic marker for overall survival and for death within 6 months of diagnosis, but this was restricted to patients not eligible for stem cell transplant. Serum LDH may act as a marker for organ damage and should be explored as a potential marker for tissue healing and organ recovery.",10.1111/bjh.14830 [doi],"Muchtar E, Dispenzieri A, Lacy MQ, Buadi FK, Kapoor P, Hayman SR, Gonsalves W, Warsame R, Kourelis TV, Chakraborty R, Russell S, Lust JA, Lin Y, Go RS, Zeldenrust S, Dingli D, Leung N, Rajkumar SV, Kyle RA, Kumar SK, Gertz MA",,,Br J Haematol. 2017 Sep;178(6):888-895. doi: 10.1111/bjh.14830. Epub 2017 Jul 12.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Validation of Mayo Clinic Staging System for Light Chain Amyloidosis With High-Sensitivity Troponin.,No abstract available,10.1200/JCO.18.01398 [doi],"Kumar SK, Gertz MA, Dispenzieri A",,,J Clin Oncol. 2019 Jan 10;37(2):171-173. doi: 10.1200/JCO.18.01398. Epub 2018 Nov 15.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Prognostic value of NT-ProBNP and troponin T in patients with light chain amyloidosis and kidney dysfunction undergoing autologous stem cell transplantation.,No abstract available,10.1038/s41409-020-0990-6 [pii],"Al Saleh AS, Parmar HV, Vaxman I, Visram A, Hasib Sidiqi M, Muchtar E, Buadi FK, Dispenzieri A, Warsame R, Lacy MQ, Dingli D, Gonsalves WI, Wolf RC, Kourelis TV, Hogan WJ, Hayman SR, Kapoor P, Kumar SK, Gertz MA",,,Bone Marrow Transplant. 2021 Jan;56(1):274-277. doi: 10.1038/s41409-020-0990-6. Epub 2020 Jul 4.,PubMed,DUDOSO,Menciona AL con criterios parciales — revisión manual
Early experience with daratumumab-containing regimens in patients with light-chain cardiac amyloidosis,"Background: Immunoglobulin light-chain (AL) amyloidosis is a lethal condition resulting from misfolded immunoglobulin ALs produced by clonal CD38-positive plasma cells. Treatment with daratumumab, an anti-human CD38 monoclonal antibody, led to higher frequencies of complete hematologic response and better clinical outcomes compared with conventional treatment. This study sought to evaluate the survival benefit of daratumumab-containing regimens in patients with AL cardiac amyloidosis. Methods and results: We examined 65 consecutive patients with AL cardiac amyloidosis (mean age: 67.2 ± 10.4 years, male: 69 %) who underwent chemotherapy. We divided patients into a daratumumab group, which used daratumumab-containing regimens before second-line treatment (n = 32), and a conventional treatment group (n = 33). Compared with the conventional treatment group, the daratumumab group tended to be older, but there were no significant differences between groups in biomarkers and echocardiographic parameters. A total of 26 patients (40 %) died (median follow-up duration: 395 days). Kaplan–Meier survival analysis showed that the daratumumab group had significantly lower mortality compared with the conventional treatment group (p = 0.04; log-rank test). Cox hazard analysis revealed that use of daratumumab-containing regimens was associated with lower mortality after adjustment for the revised Mayo staging of AL amyloidosis (hazard ratio: 0.32; 95 % confidence interval: 0.12 to 0.85; p = 0.02). Conclusion: Daratumumab-containing regimens may be associated with improved survival in patients with AL cardiac amyloidosis. © 2024 Elsevier Ltd",10.1016/j.jjcc.2024.11.003,Morikawa K.; Izumiya Y.; Takashio S.; Kawano Y.; Oguni T.; Kuyama N.; Oike F.; Yamamoto M.; Tabata N.; Ishii M.; Hanatani S.; Hoshiyama T.; Kanazawa H.; Matsuzawa Y.; Usuku H.; Yamamoto E.; Ueda M.; Tsujita K.,2025,Article,Journal of Cardiology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Clarifying the immunoglobulin light chain variable gene usage in Chinese patients with renal AL amyloidosis,"Background: The association between immunoglobulin light chain variable (IGVL) gene usage and clinicopathological features in renal AL amyloidosis requires further research. This study analyzed IGVL genes and their associations with clinicopathological characteristics, organ involvement and survival outcomes in a Chinese cohort. Methods: We retrospectively enrolled 273 renal AL amyloidosis patients. Amyloid deposits were microdissected and subjected to mass spectrometry (MS)-based proteomics to identify IGVL genes. Clinicopathological features, organ involvement and survival data were systematically analyzed. IGVL: genes were successfully identified in 250 patients (92%). IGLV6-57 (32%) was predominant, IGKV1 family (12%) was the most prevalent in AL-κ cases. IGLV6-57 was associated with a higher rate of full nephrotic syndrome, while was linked to milder vascular amyloid deposition and total amyloid deposition. IGKV1 was associated with heavier amyloid burden, severe interstitial inflammation and a higher rate of hepatic involvement, IGLV6-57 was correlated with reduced hepatic involvement. IGLV1-51 potentially predicted rapid renal progression and dialysis risk. Conclusion: The IGVL gene usage is associated with distinct clinicopathological features in renal AL amyloidosis, IGLV6-57 is linked to a higher frequency of full nephrotic syndrome, IGKV1 is associated with severe kidney structural damage and hepatic tropism, and IGLV1-51 potentially predicts poor renal survival. © 2026 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.",10.1080/13506129.2026.2619419,Wang S.; Li D.-Y.; Liu D.; Zhang X.; Zhu Y.-Y.; Wang H.; Yu X.-J.; Zhou F.-D.; Liu G.; Yang L.; Zhao M.-H.; Wang S.-X.,2026,Article,Amyloid,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Resolution of Cardiac Infiltration Following Autologous Stem Cell Transplantation for AL Amyloidosis,"A 43-year-old man presented with severe heart failure secondary to high-risk light chain cardiac amyloidosis. He underwent chemotherapy and autologous stem cell transplantation with complete hematologic response. Serial cardiac magnetic resonance imaging post-transplant demonstrated gradual normalization of biventricular function and myocardial T1, a surrogate measure of disease burden. © 2023 The Authors",10.1016/j.jaccas.2023.102142,Wu K.Y.; Butler C.R.; Fine N.M.; Venner C.; Paterson D.I.,2024,Article,JACC: Case Reports,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
The characteristics of patients with kidney light chain deposition disease concurrent with light chain amyloidosis,"The type of monoclonal light chain nephropathy is thought to be largely a function of the structural and physiochemical properties of light chains; hence most affected patients have only one light chain kidney disease type. Here, we report the first series of kidney light chain deposition disease (LCDD) concomitant with light chain amyloidosis (LCDD+AL), with or without light chain cast nephropathy (LCCN). Our LCDD+AL cohort consisted of 37 patients (54% females, median age 70 years (range 40-86)). All cases showed Congo red-positive amyloid deposits staining for one light chain isotype on immunofluorescence (62% lambda), and LCDD with diffuse linear staining of glomerular and tubular basement membranes for one light chain isotype (97% same isotype as the amyloidogenic light chain) and ultrastructural non-fibrillar punctate deposits. Twelve of 37 cases (about 1/3 of patients) had concomitant LCCN of same light chain isotype. Proteomic analysis of amyloid and/or LCDD deposits in eight revealed a single light chain variable domain mutable subgroup in all cases (including three with separate microdissections of LCDD and amyloid light chain deposits). Clinical data on 21 patients showed proteinuria (100%), hematuria (75%), kidney insufficiency and nephrotic syndrome (55%). Extra-kidney involvement was present in 43% of the patients. Multiple myeloma occurred in 68% (about 2/3) of these patients; none had lymphoma. On follow up (median 16 months), 63% developed kidney failure and 56% died. The median kidney and patient survivals were 12 and 32 months, respectively. LCDD+AL mainly affected patients 60 years of age or older. Thus, LCDD+AL could be caused by two pathological light chains produced by subclones stemming from one immunoglobulin light chain lambda or kappa rearrangement, with a distinct mutated complementary determining region. © 2021 International Society of Nephrology",10.1016/j.kint.2021.10.019,Said S.M.; Best Rocha A.; Valeri A.M.; Paueksakon P.; Dasari S.; Theis J.D.; Vrana J.A.; Obadina M.O.; Saghafi D.; Alexander M.P.; Sethi S.; Larsen C.P.; Joly F.; Dispenzieri A.; Bridoux F.; Sirac C.; Leung N.; Fogo A.B.; McPhail E.D.; Nasr S.H.,2022,Article,Kidney International,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Improving care for systemic light-chain amyloidosis patients: is a multidisciplinary approach best?,"Introduction: Light chain (AL) amyloidosis is a rare and complex disease which can affect various systems of the body. In common with many rare and multisystemic diseases, the breadth of diagnostic, clinical, and supportive expertise required to care for such patients is best met by a multidisciplinary team. Areas covered: We outline different phases of the patients’ journey, including diagnosis, staging, treatment, and response assessment, to highlight common clinical issues best resolved by a multidisciplinary approach. Expert opinion: To extend the benefit of multidisciplinary care to the majority of patients with AL amyloidosis, innovative healthcare models such as telehealth and multisite multidisciplinary team meetings need to be implemented. The need for a multidisciplinary approach where such a wide array of healthcare skills is required also highlights the shortcomings of our current diagnostic and monitoring assays. Better access to diagnostic and subtyping assays is necessary. The ability to characterize and measure the causative amyloidogenic light chain as well as imaging techniques to accurately diagnose and monitor response to therapy is also needed and is currently an area of research focus. © 2024 Informa UK Limited, trading as Taylor & Francis Group.",10.1080/17474086.2024.2388184,Ranjit Anderson N.; Korczyk D.; Mollee P.,2024,Article,Expert Review of Hematology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
Utility of Bruton's Tyrosine Kinase Inhibitors in Light Chain Amyloidosis Caused by Lymphoplasmacytic Lymphoma (Waldenström's Macroglobulinemia),"Of the variety of immunoglobulin related amyloidosis (AL), immunoglobulin M (IgM) related AL represents only 6 to 10% of affected patients, and the majority of these cases are associated with underlying non-Hodgkin's Lymphoma including Waldenström's macroglobulinemia (WM). Ibrutinib, acalabrutinib, and zanubrutinib are Bruton tyrosine kinase (BTK) inhibitors approved for certain indolent B cell non-Hodgkin's lymphoma (NHL). BTK is a nonreceptor kinase involved in B-cell survival, proliferation, and interaction with the microenvironment. We retrospectively evaluated the tolerability and effectiveness of BTK inhibitors ibrutinib and acalabrutinib therapy in (n = 4) patients with IgM-related AL amyloidosis with underlying WM. Treatment was well tolerated with both hematologic and organ response in patients with AL amyloidosis in the setting of WM. Atrial fibrillation led to the discontinuation of ibrutinib in one patient, and acalabrutinib caused significant thumb hematoma needing dose reduction in another patient. All patients evaluated had the MYD88 mutation. This may explain the good response to BTK inhibitors therapy in our series. BTK inhibitors should be further investigated in larger prospective studies for treatment of AL amyloidosis in patients with lymphoplasmacytic lymphoma/WM.  © 2022 Maroun Bou Zerdan et al.",10.1155/2022/1182384,Bou Zerdan M.; Valent J.; Diacovo M.J.; Theil K.; Chaulagain C.P.,2022,Article,Advances in Hematology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
"Gain or amplification of 1q21 in systemic light chain amyloidosis is associated with advanced Mayo stage, plasma cell disease and worse overall survival","Systemic light-chain amyloidosis (AL) is an acquired protein misfolding disease characterized by deposition of immunoglobulin light-chain fibrils most often secreted from clonal plasma cells. In this retrospective study we analyzed the impact of iFISH aberrations on clinical characteristics and outcomes in 175 AL patients presented between 2015 and 2024. The most common aberrations were t(11;14) (57%), deletion 13q14 (33%), +1q21 (21%), hyperdiploidy (21%) and deletion 16q23 (17%). Significant elevations in dFLC levels were observed in patients with + 1q21 (median 407 vs. 213 mg/l, p = 0.04) and deletion 16q23 (median 476 vs. 204, p = 0.006). Only + 1q21 was associated with increased levels of cardiac biomarkers NTproBNP (median 9945 vs. 3538 pg/ml, p = 0.002) and hsTnT (median 110 vs. 53 ng/l, p = 0.002). This resulted in an increased proportion of patients with Mayo stage IIIb (53% vs. 26%, p = 0.01). Patients with + 1q21 had more advanced plasma cell disease (p = 0.0004). Our study highlights for the first time + 1q21 as the key aberration associated with advanced cardiac and plasma cell disease. After 17 months of follow-up, overall survival was significantly worse in patients with + 1q21 treated with daratumumab (7.2 months vs. not reached, p = 0.006). Alternative therapeutic approaches such as CAR-T therapies or bispecific antibodies should be further investigated. © The Author(s) 2025.",10.1007/s00277-025-06256-7,Oubari S.; Papathanasiou M.; Michel L.; Rassaf T.; Thimm A.; Hagenacker T.; Ehling D.; Wieczorek S.; Naser E.; Hegenbart U.; Schönland S.; Dührsen U.; Reinhardt H.C.; Carpinteiro A.,2025,Article,Annals of Hematology,Scopus,DUDOSO,Menciona AL con criterios parciales — revisión manual
